Datetime,Tweet Id,original_text,geo,retweet_count,reply_count,like_count
2022-03-09 13:17:54+00:00,1501547827154984970,"There’s only one thing you need to know about @WHO: they’re ALWAYS wrong until embarrassment forces them to backtrack.  They were like this on AIDS drugs, malaria drugs, TB drugs, pneumonia vaccine, airborne COVID.  It never fails. https://t.co/cEomzNF7NQ",,3,1,8
2022-03-09 13:05:37+00:00,1501544739442761729,"1. Alabukun and coke is not a contraceptive.
2. Don’t take Ciprofloxacin with milk.
3. Don’t take your malaria drugs with vitamin C or blood tonic.
4. Don’t take ibuprofen, felvin, diclofenac on an empty stomach.
5. Ampiclox is not for washing and setting. Very important.",,528,27,1060
2022-03-09 13:01:57+00:00,1501543816330764290,"◆“the new Remix by Acid Pauli of the Malaria Track ""YouYou"" - Monika Werkstatt play Mania D., Malaria!, Matador”: @ggut23 @monikaenter
https://t.co/ckhk5j5wYP",,0,0,0
2022-03-09 13:01:54+00:00,1501543801470414850,Exploring agricultural land-use and childhood malaria associations in sub-Saharan Africa https://t.co/esif1COGuq https://t.co/gxN7pSxD5a,,0,0,0
2022-03-09 13:01:52+00:00,1501543792289087490,Transcellular blood-brain barrier disruption in malaria-induced reversible brain edema https://t.co/k8mkOSptkH https://t.co/JNQSpPzNfm,,0,0,0
2022-03-09 13:01:49+00:00,1501543783162204162,Measuring the impact of malaria infection on indicators of iron and vitamin A status: a systematic literature review and meta-analysis https://t.co/7C6hul6ZWk https://t.co/3DI1ImhlWY,,0,0,0
2022-03-09 13:01:47+00:00,1501543774014500867,Naturally acquired antibody kinetics against Plasmodium vivax antigens in people from a low malaria transmission region in western Thailand https://t.co/clpWreM88s https://t.co/HAyARrEXE9,,0,0,0
2022-03-09 13:01:45+00:00,1501543763067375620,"Magnitude of urban malaria and its associated risk factors: the case of Batu town, Oromia Regional State, Ethiopia https://t.co/v05DY6Py7R https://t.co/3UdG7xMLS7",,0,0,0
2022-03-09 13:01:42+00:00,1501543753386917892,A vaccine targeting the L9 epitope of the malaria circumsporozoite protein confers protection from blood-stage infection in a mouse challenge model https://t.co/4dYgG8FOcC https://t.co/eGsU97lOMP,,0,0,0
2022-03-09 13:01:38+00:00,1501543734927773699,Image features for quality analysis of thick blood smears employed in malaria diagnosis https://t.co/AIgBbaLl2V https://t.co/fHcTSrlT1g,,0,0,0
2022-03-09 13:01:36+00:00,1501543725033426944,"A direct, sensitive and high-throughput genus and species-specific molecular assay for large-scale malaria screening https://t.co/TwcWPbYkiw https://t.co/NOTzYuGJ4f",,0,0,0
2022-03-09 13:01:33+00:00,1501543715835289604,Can malaria parasites be spontaneously cleared? https://t.co/yKgHGQQPA5 https://t.co/53nC85nlb1,,0,0,0
2022-03-09 13:01:17+00:00,1501543648428982274,"More young people aged between 15-29 die from road crashes than from HIV/AIDs, Malaria, Tuberculosis or homicide.

#ChangeBehaviorBeforeGear
#पहलेआदतबदलेंफिरगियर 

#change #roadsafety #ngo #activecitizenship #road #roadways #drink #drive #deaths #DidYouKnow https://t.co/OF0RKtdMLo",,1,0,3
2022-03-09 13:00:43+00:00,1501543503297396736,"Working on reactive strategies for #malaria?

Include your project in our #MESADeepDive to support the Malaria Elimination Guidelines Development Group to provide policy advice to countries.

Read more 👇
https://t.co/JmHvFHHVsO https://t.co/32hBmfm15B",,3,0,2
2022-03-09 13:00:14+00:00,1501543383910825995,"EVENT | Leveraging Genetic and Pharmacological Approaches to Tackle the Global Spread of Drug-Resistant #Malaria

📆  Tomorrow, March 10

⏰ 9 AM IST

#MESAOpportunities

🔗 https://t.co/lmHNmrrKIC https://t.co/n7NdOfjW4G",,1,0,2
2022-03-09 12:59:21+00:00,1501543159490580482,"Prediction of Monthly Malaria Incidence in Uganda and its Implications for Preventive Interventions
Journal Name: https://t.co/86ctgdffvj

https://t.co/Le1MWtGVyB",,0,0,0
2022-03-09 12:57:32+00:00,1501542704379056131,"Women's History Month: 5 groundbreaking researchers who mapped the ocean floor, tested atomic theories, vanquished malaria and more https://t.co/zGB3uWn6gQ via @ConversationUS",,0,0,0
2022-03-09 12:46:05+00:00,1501539821214310402,A vaccine targeting the L9 epitope of the malaria circumsporozoite protein confers protection from blood-stage infection in a mouse challenge model https://t.co/jgynPnuByw,,0,0,0
2022-03-09 12:45:29+00:00,1501539669611221000,Malaria is still the main cause of morbidity and child mortality in Angola,,0,0,0
2022-03-09 12:39:12+00:00,1501538090313302020,"Why do people think having headache , feeling feverish, having body pains are symptoms of malaria ??😂😂 Have u thought of Typhoid fever ?",,0,1,4
2022-03-09 12:39:00+00:00,1501538038329061382,"During the @GFadvocates #GlobalWeekOfAction, campaigners and advocates around the world are speaking out about ending the deadly diseases of HIV, TB and malaria and calling for support for the @GlobalFund's lifesaving work, ahead of the 7th replenishment. https://t.co/ojGHDmmBuU",,2,0,6
2022-03-09 12:35:34+00:00,1501537173610254338,Gutter GUPPI fish not seen? they use to eat #larvae of #Dengue #Malaria #Chikungunya.. #Mosquitoes @AshwiniVaishnaw @IRCTCofficial @drmmumbaicr @drmbct @Central_Railway #Mumbai #Virar photo @szaveri71 @ravishndtv @abhisar_sharma @DrMuffi @sujitnair90 @RanaAyyub @BDUTT pls guide! https://t.co/obZyWqpzBK,,4,1,6
2022-03-09 12:33:17+00:00,1501536599330504705,"Iveth J. Gonzalez, Deputy Manager Health Programme at Terre des hommes highlights the malaria fight on International Women's Day. #BreakTheBias #InternationalWomenRightsDay2022 https://t.co/CpVHmoRdkt",,0,0,3
2022-03-09 12:32:37+00:00,1501536432745111553,"In April 2018, #Commonwealth leaders pledged to halve #malaria by 2023. Learn about the progress #African countries have made in our upcoming panel discussion webinar.

🗓️ 16 March 2022, EAT: 4pm
➡️ Register: https://t.co/rsGcTYJMV4 https://t.co/xwihf7WOCc",,5,1,13
2022-03-09 12:20:36+00:00,1501533407662075906,Some people on this app will be feeling that people following them is their right. You will follow they won't reciprocate. Ment or malaria?,,2,8,13
2022-03-09 12:18:32+00:00,1501532890919620610,Naturally acquired antibody kinetics against Plasmodium vivax antigens in people from a low malaria transmission region in western Thailand https://t.co/XW7SpfcIEW https://t.co/5fNku97r1s,,1,0,1
2022-03-09 12:14:16+00:00,1501531815718367232,"A herbal remedy for Staph Aurues, STDs,P.I.D,Chlamydia,Candidiasis From Proven natural and organic therapy 
Flush out bacteria, viral,fungi infections and malaria parasites and boost overall immune systems 
fight against pathogenic organism 
for more visit https://t.co/5WfcpXajRp https://t.co/kbJhyjl60R",,0,0,0
2022-03-09 12:10:20+00:00,1501530823480258563,"1 year after the installation of their #ecofriendly  #mosquito traps in #Senegal, the results of @qista_technobam are impressive: 
👉 The record is 72,405 #mosquitoes/month, exceeding 500 captures/h.

#malaria #health #VectorBorne #MosquitoBorneDiseases 
https://t.co/f5jvGpT7CF",,1,0,2
2022-03-09 12:09:11+00:00,1501530534962511874,"""cOvId WiLl BeCoMe EnDeMiC"" okay yeah and that's gonna be shitty af like wow imagine thinking ""endemic"" automatically means ""not dangerous"" go get malaria you fucking moron wow just wow",,2,1,3
2022-03-09 12:04:35+00:00,1501529380060909570,"This Germline SNP has been previously well characterized to effect immune response in arthritis, lupus, cardiovascular disease, and malaria just to name a few. We showed that GBM patients with the snp have significantly more cd8 T cells and inflammatory signatures. https://t.co/lDNrJmxw3E",,0,0,5
2022-03-09 12:04:09+00:00,1501529267422826497,Wow.  That doggie deserves ALL the treats!  I’ve heard of dogs being trained to detect cancer from breath.  And malaria; Parkinson’s; epileptic fits and diabetes.  Suspect it’s all driven by Dog People who want their labs in their labs. https://t.co/yfXaTo9t1O,,0,0,3
2022-03-09 12:01:27+00:00,1501528591204597762,"This terpene has been used in Chinese medicine for generations in a wide variety of applications:
weight loss, pain, bacterial infections, arthritis, bursitis, fibromyalgia, malaria.

Do you know which terpene it is? 👉 https://t.co/xdiUZAOT8K

#extrax #cbd #terpenes #hemp https://t.co/mQG1iOWElI",,0,0,0
2022-03-09 12:00:30+00:00,1501528350300545026,"A herbal remedy for Staph Aurues, STDs,P.I.D,Chlamydia,Candidiasis From Proven natural and organic therapy 
Flush out bacteria, viral,fungi infections,malaria parasites and boost overall immune systems 
fight against pathogenic organism 
for more visit https://t.co/5WfcpXajRp https://t.co/aT2zd18W3Q",,0,0,0
2022-03-09 12:00:06+00:00,1501528250752937986,"Vectorcide International Ltd is working with employers to make their workplaces safer and more productive for their employees, by ensuring the indoor environment is mosquito free. #workplace #malaria https://t.co/oA9cw1q2dG https://t.co/GwIh7Q1v7v",,0,0,0
2022-03-09 11:58:43+00:00,1501527901543534599,Yes😭😭💀 and it scares the hell out of me💀💀I don't know excessive vomiting and lossing breathe is a side effect of malaria tablets 😭😭😭 https://t.co/YLJn5m439t,,0,1,0
2022-03-09 11:56:28+00:00,1501527335044288513,"JESUS' FAITH ONLY FAITH. Jesus cast out evil spirits, he also healed Peter's mother in-law of the palsy(Fever or malaria?)
 Today we cast out demons no matter their ""order"".
And for malaria illness? We ask ""Have you given him quinine,or chloroquine? Then some prayers 'd follow 🤦",,0,0,0
2022-03-09 11:56:02+00:00,1501527227372085249,"Over the years, stakeholders in the health sector have focused more on curbing diseases like Malaria, HIV, neglecting #mentalhealth. There is need to also prioritize #mentalhealth. Register to Join the upcoming Event👇🏽

https://t.co/lKkNMZV120

#mheicares
#BreakTheBias https://t.co/rAKxs52GkY",,7,2,13
2022-03-09 11:53:31+00:00,1501526594476818436,New Research: Triple therapy with artemether–lumefantrine plus amodiaquine for artemisinin-resistant #malaria https://t.co/jZxzAilxOc,,2,0,2
2022-03-09 11:39:08+00:00,1501522975249502208,"Now I can treat malaria and hiv patients
 ping me if u need treatment",,0,0,0
2022-03-09 11:38:48+00:00,1501522890667311105,Malaria! - You You (2019 Remaster),,0,0,0
2022-03-09 11:38:06+00:00,1501522711864131584,"We call on President @JoeBiden of USA 2 #FightForWhatCounts with the #PowerOfMore as #TheBeatContinues 2 
#MeetTheTarget 4 at least $18b 4 @GlobalFund 2 save 20m lives, cut death rate from #HIV #TB #malaria 
by 64% 7 build a healthier, more equitable world https://t.co/93RlmgFEAY",,6,0,8
2022-03-09 11:34:01+00:00,1501521686604447745,The word of the day is: malaria,,0,0,1
2022-03-09 11:32:56+00:00,1501521412955197444,"2010...my sis was ill and treatment started at home..., thinking it was just normal malaria
Then she was taken to luth only for luth to diagnose her with typhoid... but some symptoms kept on persisting and she was acting dumb... when we decided to move her out of the hospital",,1,3,3
2022-03-09 11:28:12+00:00,1501520220225212418,"We call on @POTUS of USA 2 #FightForWhatCounts with the #PowerOfMore as #TheBeatContinues 2 
#MeetTheTarget 4 at least $18b 4 @GlobalFund 2 save 20m lives, cut death rate from #HIV #TB #malaria 
by 64% 7 build a healthier, more equitable world

#MeetTheTarget https://t.co/4XdKXO8opd",,4,0,6
2022-03-09 11:22:47+00:00,1501518859089686533,The Ministry of Health has noted a sharp increase in the number of  Malaria cases. Are people in your area able to get treatment from the health centers  when sick? Call our toll free line 0800 211 046 or send a message to 8080 for support. https://t.co/UkLvGNvRit,,6,0,6
2022-03-09 11:20:41+00:00,1501518330166980614,"Read what they were trying to cure though? Things like Chikungunya, Crimean-Congo hemorrhagic fever, dengue, Ebola, malaria, Marburg, Lassa fever which are real problems in third world countries? The anti vaccine lobby are in danger of stopping help for the very poorest countries https://t.co/cQ9XMgDaae",,0,0,0
2022-03-09 11:18:21+00:00,1501517742532444163,"This #GlobalWeekofAction , we join the #PowerOfMore because we are #BetterTogether to #FightForWhatCounts . We need at least US 18billion for ⁦@GlobalFund⁩  to save 20million lives, help the world #GetBackOnTrack to end #HIV , #TB &amp; #Malaria ⁦⁩⁦@GFAN_Africa⁩ https://t.co/FshVGPCcMZ",,3,0,6
2022-03-09 11:14:41+00:00,1501516820574056452,"You can tell that someone has malaria from the symptoms they manifest,like cold,loss of appetite etc.same thing as someone who's poor.
One major deadly symptom of poverty  is a ""POOR MINDSET"" and one of the manifestation is the absence of cash.

Sign the petition |Urgent 2k Yaba https://t.co/U0Hqu5BHrS",,0,1,3
2022-03-09 11:00:07+00:00,1501513153103990786,Ambassador Sheila Tlou calls on everyone to sign the declaration to end malaria in pregnancy. https://t.co/wgscsuncG3 Hear her speak on how malaria in pregnancy slows down a child's physical and cognitive development. https://t.co/QJzRWV4uMc,,0,0,0
2022-03-09 11:00:01+00:00,1501513128361684997,#China's efforts to eliminate #malaria was a 70-year process but it clearly was 70 years well spent since they have been successful after years of meticulous planning and gradual implementation. Read more about how China did it here: https://t.co/uvG3uTiIA8,,2,0,1
2022-03-09 10:59:06+00:00,1501512897339482113,"The retweet’s from Oz, but N Hemisphere isn’t immune.. Malaria was endemic to England not so long ago - #COVID19 is pt of a larger #environmental crisis too, yet #malaria has killed more than any disease in history. #publichealth #tropicaldiseases #climate
https://t.co/fMNlFl7o4Q https://t.co/vuzC0JmGgp",,0,0,1
2022-03-09 10:56:03+00:00,1501512133363838979,"#CovidIsNotOver in the same way as STDs,HIV,AIDS,HPV,Malaria,Zika and Norovirus are always with us",,0,0,1
2022-03-09 10:54:50+00:00,1501511826126815239,I really worry about the contents of Kanu's manifesto if they can't get basic facts right. Malaria is not a viral disease. https://t.co/hOrriB1h6F https://t.co/SxD1i39pQj,,0,0,0
2022-03-09 10:54:43+00:00,1501511795768532993,The bitterness in the mouth wen u got Malaria is so disgusting 🥺😞,,0,1,0
2022-03-09 10:53:49+00:00,1501511568231649283,Who told you that Malaria goes together with Thyphoid? https://t.co/AlhlrD4k5H,,0,1,1
2022-03-09 10:52:32+00:00,1501511244615979011,"First poem I remember writing/documenting, was at the prompting of @tobiadebule and Don Whiskey 😂😂 For one AHI (Action Health Incorporated) thingy like that on Malaria. I doubt it was even submitted sef. Man was literally preaching Genocide on Mosquitoes 😂😅😅",,0,1,0
2022-03-09 10:52:20+00:00,1501511196956147718,"What does a reasonable person with malaria say? ""Can't ague with that.""",,0,0,1
2022-03-09 10:43:38+00:00,1501509006128726018,"Live in the most protected environment with the help of Mosquito killers. Stay away from mosquito bites and problems. 

Order now: https://t.co/e3PXSwW0tF

#Mosquitokiller #mosquitobites #mosquitoes #health #mosquitorepellent #mosquitos  #insects #malaria #vanismart https://t.co/ZdzrH02sEF",,1,0,1
2022-03-09 10:38:45+00:00,1501507779470761990,The wildest lesson I have learnt this morning is stomach pain is a symptom of malaria. Not fever o.,,0,1,0
2022-03-09 10:33:08+00:00,1501506363226210307,"#IWD2022 was truly amazing with many inspiring stories from women researchers, including so many in the field of malaria. Let's bring those voices back to the decision-makers to get a fully replenished @GlobalFund. If the women can be heroes, donors can too! #FightForWhatCounts https://t.co/glSQVdgSlM",,2,0,17
2022-03-09 10:27:48+00:00,1501505021057372167,"Typhoid and Malaria are siamese twins in Nigeria, and need to be treated monthly https://t.co/HRGWJGbQyy",,0,0,0
2022-03-09 10:15:02+00:00,1501501808295956486,"Malaria drugs have failed before. In the early 20th century, chloroquine helped beat back the pathogen worldwide. Then, about a decade after World War II, resistance to chloroquine surfaced along the Thailand-Cambodia border.

https://t.co/jCObtNUzXQ",,0,0,1
2022-03-09 10:15:00+00:00,1501501799601033216,"As we continue celebrating women during #WomensHistoryMonth , we recognise Gertrude Elion. 

An American biochemist and pharmacologist who invented drug treatments for leukaemia, gout, malaria and viral herpes. She is also a Nobel Prize laureate. https://t.co/0MQRjllIaL",,0,0,0
2022-03-09 10:13:52+00:00,1501501514019483651,Malaria Training with @MinofHealthUG and @Fosun_Intl in Namutumba District. About  190 Health Care Professionals are participating from Public &amp; Private Health Centres and Drug Shops within the district. This is part of emergency response efforts to curb the epidemic. https://t.co/9cT6SPCzOR,,4,1,12
2022-03-09 10:03:17+00:00,1501498852364406788,"Largest-ever IPD meta-analysis of malaria patients to inform haemoglobin changes
New malaria study using pooled individual patient data from over 70,000 patients of all ages, has been published in BMC Medicine by @WWARN  Falciparum Haematology Study Group
https://t.co/VjJhGBVPMr",,1,0,0
2022-03-09 10:03:11+00:00,1501498825915224072,"Dey Carry you go hospital you dey find bed wey get socket 😒
Nah ment or malaria",,5,9,33
2022-03-09 10:01:02+00:00,1501498284791193602,"Researching #malaria in pregnancy? Check out the malaria in pregnancy library, an ¬online resource to search published and unpublished literature https://t.co/Py3imqc0RY
@africacdc @WHOAFRO @CDCGlobal Vivax malaria information hub @LSTMED",,3,0,1
2022-03-09 10:00:19+00:00,1501498107544350725,"We're coming at All of Embassy #FightForWhatCounts with the #PowerOfMore as #TheBeatContinues 2
#MeetTheTarget 4 at least $18b 4 @GlobalFund 2 save 20m lives, cut death rate from #HIV #TB #malaria
by 64% 7 build a healthier, more equitable world. https://t.co/Fid8pjh2jV",,5,0,7
2022-03-09 09:55:15+00:00,1501496829283901443,"Fighting for what counts is the real deal. The fight Against Malaria is what counts. #Everyoneonboard
#MalariaYouthKE https://t.co/3ettVWSBaj",,1,0,7
2022-03-09 09:54:17+00:00,1501496588027543555,Stakeholders Move To Halve Deaths From Malaria Scourge https://t.co/ZCFE2OfKh3,,0,0,0
2022-03-09 09:52:50+00:00,1501496223500492800,Seniority List of Health &amp; Malaria Inspector of Medical Dept. of APDJ Division https://t.co/TMnD62fMDV,,0,0,0
2022-03-09 09:45:45+00:00,1501494439717801984,"Some malaria parasites are evading detection tests, causing an urgent threat to public health l @TC_Africa https://t.co/7e5N2ZZmfP",{'place_id': '019fc4484061ba07'},2,0,0
2022-03-09 09:43:48+00:00,1501493949978054659,How do you deal with Patients that come with their Diagnosis...eg I have Malaria 🦟,,0,0,0
2022-03-09 09:40:09+00:00,1501493032071450628,"From scientists to anthropologists, community health workers &amp; political advocates, women are playing vital roles on the world's zero malaria journey. Let's #BreakTheBias, smash stereotypes &amp; break the inequality that exists in our society. @ZeroMalaria https://t.co/JexuBPXsqN",,2,0,3
2022-03-09 09:36:13+00:00,1501492040701562880,The rate of typhoid and malaria this time is scary....,,0,1,1
2022-03-09 09:26:22+00:00,1501489563105214464,I don’t know who told my mum that if her Bluetooth is on it causes malaria or something I don’t understand 😂😂,,0,0,1
2022-03-09 09:26:18+00:00,1501489546596438017,"ISEG co-authored publication:

The Anti-Circumsporozoite Antibody Response of Children to Seasonal Vaccination With the RTS,S/AS01E #Malaria Vaccine

https://t.co/ars5O6XhEv",,0,0,0
2022-03-09 09:12:05+00:00,1501485968687255553,Largest-ever IPD meta-analysis of malaria patients to inform haemoglobin changes - https://t.co/KHdyM0wlvF{ https://t.co/bK7NqcZLEm,,0,0,0
2022-03-09 09:12:00+00:00,1501485945060798465,"During the #GlobalWeekOfAction, we are mobilising support for the 7th Replenishment of the @GlobalFund to
#MeetTheTarget and help make progress on ending HIV, TB and malaria. 
 
We are #BetterTogether @GFAN_Africa @GFadvocates https://t.co/LNvulNvOOc",,1,0,7
2022-03-09 09:05:22+00:00,1501484277661319169,Whoever told the manufacturers of this drug that it is the smell that cures malaria made us a word ( yatukola ekigambo) https://t.co/q1MNhAxUoC,,3,3,6
2022-03-09 09:05:08+00:00,1501484217775300614,Our paper showing that artemether-lumefantrine + amodiaquine could be an alternative first-line treatment for multidrug resistant P.falciparum malaria is out now 👉  https://t.co/fXuJ9kQxet @MORUBKK @TropMedOxford @peto_tom @Drea_Ruecker,,4,1,15
2022-03-09 09:02:22+00:00,1501483522296463360,Kisumu Steps Up Efforts To Reduce Malaria Infection. https://t.co/AaUEXUZMVR @SpokespersonGoK https://t.co/EkRRH69PMz,,0,0,2
2022-03-09 09:01:46+00:00,1501483369544450055,Stakeholders Move To Halve Deaths From Malaria Scourge https://t.co/45ihxcV6pg,,1,0,3
2022-03-09 08:52:33+00:00,1501481050769440769,I know malaria symptoms very well I just hope this ain't it😒.,,0,0,1
2022-03-09 08:50:21+00:00,1501480498618634242,To avoid begging for urgent 2k to get malaria drugs simply get our mosquito repellent patch and spray.https://t.co/WoFtVBfc2C https://t.co/PS9LyDuRcj,,0,0,1
2022-03-09 08:49:44+00:00,1501480343811112963,Let's protect ourselves malaria kills. https://t.co/oPwtP3H6oY,,0,0,0
2022-03-09 08:43:13+00:00,1501478704291192833,Bro in 1 month Malaria+ 2 x 2 times. Sometimes we just need a break. I think I will join Mr. President and go and check myself. I’m tired. You should do the same. https://t.co/dbJzZMU4Hn,{'place_id': '00e55e2b4c491c5f'},4,4,31
2022-03-09 08:33:28+00:00,1501476247729160193,"Special drive to curb the spread of Dengue-Malaria at Dahisar

@mybmc https://t.co/d4FhpDOSqX",,0,1,6
2022-03-09 08:33:22+00:00,1501476224111202306,"Wellness Wednesday!
We work as a team and we join the world in the efforts to eradicate TB.
We are the pioneers and enduring platform promoting HIV/TB/Malaria/COVID-19 Prevention, care, and mitigation services among Refugees. https://t.co/p5bFVcN5md",,0,0,0
2022-03-09 08:30:58+00:00,1501475619430965252,"Wellness Wednesday!
We work as a team and we join the world in the efforts to eradicate TB.
We are the pioneers and enduring platform promoting HIV/TB/Malaria/COVID-19 Prevention, care, and mitigation services among Refugees.
#EndTB https://t.co/i3maiFja4E",,0,0,0
2022-03-09 08:30:47+00:00,1501475575529185283,"A paper in @MalariaJournal explored the benefits of extending seasonal malaria chemoprevention to 5 cycles in #BurkinaFaso, up from the 4 monthly cycles recommended by @WHO. Read the results: https://t.co/OzuztkMG10 
Learn more about SMC: https://t.co/KTR7057JQW https://t.co/5krA6R62w5",,2,0,7
2022-03-09 08:29:07+00:00,1501475152407810048,The symptoms of malaria #FOAMed #MedED #MRCEM #PLAB #medschool #medstudent https://t.co/0nIUMJBGPw,,3,0,5
2022-03-09 08:24:55+00:00,1501474099029282818,"Securing at least US$18 billion for the Global Fund would help the world get back on track to end #AIDS, #TB and #Malaria. #ThePowerOfMore #MeetTheTarget #TheBeatContinues @GFANAP @GFAN_Africa @CS4MEglobal @RwandaNGOForum @GermanyinRwanda @UKinRwanda @USAIDRwanda @ambafrancerwa https://t.co/GV3Y6D5qbp",,2,1,2
2022-03-09 08:22:41+00:00,1501473535650414593,"When I was young, I thought they kill the “malaria” by their bad smell https://t.co/GtuhdYxBGj",,0,0,0
2022-03-09 08:21:18+00:00,1501473185337950217,"Dr Keziah Laurencia Malm is the Programme Manager for National Malaria Control Programme. 

She was honored with the Ghana Women of Excellence Award for her examplary work in the health sector of Ghana during the #IWD2020 held in Accra. 

#IWD2022
#BreakTheBias 
#AHCAFE https://t.co/1Eq7WBcNU9",{'place_id': '003e299707d0375b'},0,0,0
2022-03-09 08:17:42+00:00,1501472279208808451,"New in @TheLancetInfDis&gt; Triple therapy with artemether–lumefantrine plus amodiaquine versus artemether–lumefantrine alone for artemisinin-resistant, uncomplicated falciparum #malaria: an open-label, randomised, multicentre trial https://t.co/w4PIfpQjot #AMR",,2,0,1
2022-03-09 08:16:28+00:00,1501471971351146496,Ulysses S. Grant: Chronic Malaria and the myth of his alcoholism https://t.co/YemFoQfEEO,,1,0,0
2022-03-09 08:16:25+00:00,1501471959359574020,"Detection of temporal, spatial and spatiotemporal clustering of malaria incidence in northwest Ethiopia, 2012-2020 https://t.co/ro03aAy1oo",,1,0,0
2022-03-09 08:16:24+00:00,1501471953294606336,Can malaria parasites be spontaneously cleared? https://t.co/vsA7h7qw90,,2,0,1
2022-03-09 08:16:23+00:00,1501471949779881987,"A direct, sensitive and high-throughput genus and species-specific molecular assay for large-scale malaria screening https://t.co/GTULRMB0oy",,1,0,0
2022-03-09 08:16:23+00:00,1501471948089532422,Image features for quality analysis of thick blood smears employed in malaria diagnosis https://t.co/pwtYH5dCtw,,1,0,0
2022-03-09 08:16:22+00:00,1501471944998371335,Transcriptome analysis of Plasmodium falciparum isolates from Benin reveals specific gene expression associated with cerebral malaria https://t.co/st6EXIBGR4,,1,0,1
2022-03-09 08:16:19+00:00,1501471934000910338,Malaria research supported with open access data https://t.co/GZRKaKlD2X,,1,0,0
2022-03-09 08:16:18+00:00,1501471928296656897,Transmission-Blocking Strategies Against Malaria Parasites During Their Mosquito Stages https://t.co/f5i4E0UBdz,,1,0,1
2022-03-09 08:16:17+00:00,1501471926019051520,"Evidence for an Adult-Like Type 1-Immunity Phenotype of Vdelta1, Vdelta2 and Vdelta3 T Cells in Ghanaian Children With Repeated Exposure to Malaria https://t.co/cRb4YrOxrJ",,1,0,0
2022-03-09 08:16:17+00:00,1501471922986618880,Exploring the Ecological Implications of Microbiota Diversity in Birds: Natural Barriers Against Avian Malaria https://t.co/GTkxldXfGj,,1,0,0
2022-03-09 08:16:16+00:00,1501471921317236737,The Dynamic Change of Immune Responses Between Acute and Recurrence Stages of Rodent Malaria Infection https://t.co/KaGW9VN3LD,,1,0,0
2022-03-09 08:16:14+00:00,1501471913754910720,Biochemical profiling of functionally expressed CYP6P9 variants of the malaria vector Anopheles funestus with special reference to cytochrome b(5) and its role in pyrethroid and coumarin substrate metabolism https://t.co/GvEKYoh3zb,,0,0,0
2022-03-09 08:16:14+00:00,1501471911645167617,Haematological consequences of acute uncomplicated falciparum malaria: a WorldWide Antimalarial Resistance Network pooled analysis of individual patient data https://t.co/M0nMzcWmXL,,0,0,0
2022-03-09 08:16:04+00:00,1501471871388504066,"True, continuity of service for all who need it, HIV, TB and malaria but also the non-communicable hypertension, diabetes, cancer😢😭

Imagine the level of stress of Ukrainians for their health + stress of war... We all are mortal but seeing death up close can be quite anxiogenic https://t.co/MbdgLiqQzS",,0,0,0
2022-03-09 08:15:31+00:00,1501471731747332097,I'll be counting on my Malaria immunity to back me a lil bit loool. https://t.co/m0cFvcGh2y https://t.co/3PgJDpbFkp,,0,0,2
2022-03-09 08:12:38+00:00,1501471005407158274,"NCDCgov: RT @Chikwe_I: For patients with a probable diagnosis of #LassaFever in Nigeria (after ruling out malaria and other common easily diagnosable causes of fever) a negative result for Lassa would end attempts as a diagnosis...

This dilemma led to t… https://t.co/d9sDDGUpOc",,0,0,0
2022-03-09 08:09:32+00:00,1501470224054431747,Are you suffering from cerebral malaria? https://t.co/PnAwA8ydFt,,0,1,0
2022-03-09 08:09:18+00:00,1501470169239015425,"Dr Keziah Laurencia Malm is the Programme Manager for National Malaria Control Programme. 

She was honored with the Ghana Women of Excellence Award for her examplary work in the health sector of Ghana during the #IWD2020 held in Accra. 

#IWD2022
#BreakTheBias
#AHHOTEL https://t.co/PDNz4tVbTC",{'place_id': '0085c4a6640325a8'},3,0,8
2022-03-09 08:08:20+00:00,1501469924832780291,"The week of action... calling for increased funding of the @GlobalFund, AT LEAST US$18Billion for the 7th Replenishment to get back on track and protect the gains against Malaria, TB and HIV. @HHS_ASGA @globalgamechngr @theglobalfight @GFAN_Africa @GFAN_Africa @theGFF @StopTB https://t.co/P1zeR86n3x",,1,0,5
2022-03-09 08:05:33+00:00,1501469222035427330,Transmission-Blocking Strategies Against Malaria Parasites During Their Mosquito Stages https://t.co/0trLjruyFh,,0,0,3
2022-03-09 08:05:28+00:00,1501469204175798273,Biochemical profiling of functionally expressed CYP6P9 variants of the malaria vector Anopheles funestus with special reference to cytochrome b(5) and its role in pyrethroid and coumarin substrate metabolism https://t.co/umBJ8Llbge,,1,0,3
2022-03-09 08:05:24+00:00,1501469185318215687,"Factors associated with knowledge about malaria prevention among women of reproductive age, Tete Province, Mozambique, 2019-2020 https://t.co/OlJFJNfWjy",,0,0,0
2022-03-09 08:05:17+00:00,1501469156989939712,"The genome trilogy of Anopheles stephensi, an urban malaria vector, reveals structure of a locus associated with adaptation to environmental heterogeneity https://t.co/IA2uz7xNF3",,0,0,0
2022-03-09 08:00:31+00:00,1501467956160745473,"EVENT | United to Beat #Malaria Leadership Summit by @nothingbutnets. 

A gathering of malaria advocates with members of Congress 🇺🇸 to strengthen the global effort to #endmalaria.

📆  March 13-15

#MESAOpportunities

🔗 https://t.co/8fFtlUzBmL",,1,0,2
2022-03-09 07:59:24+00:00,1501467674802626564,Don't forget to take your #Malaria pill!,,1,0,0
